Baojian		Azumarill		Aggrostella		Adebom		Alpollo
Dinglu		Bailonda		Amfira		Affiti		Ampharos
Donnersichel		Brüllschweif		Arkani		Agiluza		Banette
Eisenfalter		Brutalanda		Austos		Altaria		Barschuft
Eisenkrieger		Despotar		Azugladis		Aquana		Botogel
Eisenrad		Dragoran		Barrakiefa		Arktilas		Camerupt
Epitaff		Eisendorn		Bojelin		Backel		Chevrumm
Espinodon		Eisenhals		Britzigel		Baldorfish		Damhirplex
Gladimperio		Eisenhand		Bronzong		Blitza		Dedenne
Katapuldra		Feelinara		Caesurio		Choreogel		Digdri
Knakrack		Gengar		Chaneira		Ditto		Dragonir
Krarmor		Heerashai		Chongjian		Drapfel		Dressella
Liberlo		Hippoterus		Clavion		Dummisel		Drifzepeli
Monetigo		Hutsassa		Crimanzo		Farigiraf		Duodino
Mopex		Kriechflügel		Donphan		Fiaro		Entoron
Quajutsu		Laschoking		Dummimisel		Flaminkno		Firnontor
Riesenzahn		Lumiflora		Famieps		Forstellka		Folipurba
		Maskagato		Florges		Frigometri		Fragrunz-M
		Maxax		Fruyal		Frosdedje		Fragrunz-W
		Olangaar		Galagladi		Glaziola		Friedwuff
		Pelipper		Garados		Halupenjo		Girafarig
		Psiopatra		Gastrodon		Horrerba		Glurak
		Qurtel		Granforgita		Klibbe		Groink
		Ramoth		Guardevoir		Knattatox		Honweisel
		Resladero		Hariyama		Kramshef		Humanolith
		Rotom-Heat		Heiteira		Krawalloro		Hundemon
		Rotom-Wash		Kamalm		Magneton		Hypno
		Saltigant		Kapilz		Mamolida		Knirfish
		Skelokrok		Kolowal		Mastifioso		Knuddeluff
		Snibunna		Lahmus		Nigiragi		Koalelu
		Staraptor		Lextremo		Olithena		Kommandutan
		Suelord		Lucario		Paldea-Tauros		Kramurx
		Trikephalo		Magnezone		Patinaraja		Krawell
		Wolwerock-Zwielicht		Meditalis		Psiana		Kronjuwild
				Mimigma		Quartermak		Kryppuk
				Morlord		Rasaff		Kubuin
				Mortipot		Rexblisar		Legios
				Nachtara		Rotom		Lektrobal
				Omot		Sanaconda		Letarking
				Tauros-Paldea-Fire		Schlapfel		Liebiskus
				Tauros-Paldea-Water		Sedisal		Lumineon
				Pamomamo		Siberio		Luxtra
				Pampross		Skarabaks		Manguspektor
				Rabigator		Sniebel		Mantidea
				Riffex		Toxiquak		Maskeregen
				Rotom-Mow		Traunmagil		Mauzinger
				Sandfell		Ursaring		Mogelbaum
				Scherox		Wampitz		Montecarbo
				Schlurm		Wolwerock-Nacht		Morbitesse
				Servol-M		Wolwerock-Tag		Mottineva
				Servol-W		Wummer		Noktuska
				Silembrim		Zapplarang		Pachirisu
				Skaraborn				Papungha
				Tandrak				Pelzebub
				Tenterra				Pikachu
				UHaFnir				Pyroleo
				Viscogon				Raichu
				Voltrean				Rotom-Fan
				Washakwil				Rotom-Frost
				Wutpilz				Schlaraffel
								Schligdri
								Schlukwech
								Sengo
								Sichlor
								Skuntank
								Sleimok
								Snobilikat
								Sonnflora
								Spinsidias
								Sproxi
								Tarnpignon
								Tentagra
								Traunfugil
								Tropius
								Vipitis
								Vivillon
								Welsar
								Zirpeise
								Zobiris
