Austos		Aquana		Absol		Aalabyss
Azumarill		Arkani		Aerodactyl		Admurai
Boreos (Tiergeistform)		Blitza		Ambidiffel		Aeropteryx
Brutalanda		Boreos		Amoroso		Alpollo
Caesurio		Brigaron		Apoquallyp		Altaria
Cerapendra		Bronzong		Baldorfish		Amagarga
Chaneira		Celebi		Bisaflor		Ampharos
Demeteros		Clavion		Branawarz		Amphizel
Demeteros (Tiergeistform)		Cresselia		Calamanero		Arbok
Despotar		Echnatoll		Cavalanzas		Ariados
Ditto		Elezard		Chillabell		Arktilas
Dragoran		Entei		Dartignis		Arktos
Fiaro		Feelinara		Diancie		Armaldo
Gengar		Flampivian		Donphan		Banette
Grebbit		Florges		Duokles		Barschuft
Heatran		Garados		Elfun		Bibor
Hippoterus		Grypheldis		Fennexis		Bidifas
Jirachi		Heiteira		Fermicula		Bisaknosp
Keldeo		Hutsassa		Flambirex		Bisofank
Knakrack		Iksbat		Forstellka		Bissbark
Kyurem-Black		Impergator		Frosdedje		Blanas
Latias		Impoleon		Galagladi		Blubella
Latios		Kapilz		Gastrodon		Bojelin
Manaphy		Kobalium		Gewaldro		Bollterus
Mega-Aerodactyl		Krebutack		Golbat		Botogel
Mega-Altaria		Kyurem		Granbull		Brockoloss
Mega-Bisaflor		Lahmus		Guardevoir		Bronzel
Mega-Despotar		Laschoking		Hariyama		Burmadame-Trash
Mega-Diancie		Lohgock		Hoopa		Burmadame
Mega-Galagladi		Lucario		Hundemon		Burmadame-Sandy
Mega-Garados		Machomei		Hydragil		Camerupt
Mega-Glurak X		Magnezone		Irokex		Castellith
Mega-Glurak Y		Mamutel		Kapoera		Chelcarain
Mega-Guardevoir		Maxax		Karadonis		Chelterrar
Mega-Knakrack		Mega-Absol		Keifel		Chevrumm
Mega-Lahmus		Mega-Ampharos		Kicklee		Coiffwaff
Mega-Latias		Mega-Bibor		Kramshef		Corasonn
Mega-Latios		Mega-Gewaldro		Kryppuk		Damhirplex
Mega-Meditalis		Mega-Hundemon		Lanturn		Dedenne
Mega-Pinsir		Mega-Stahlos		Lavados		Deponitox
Mega-Scherox		Mega-Stolloss		Libelldra		Digdri
Mega-Schlapor		Mega-Sumpex		Magneton		Dodri
Mega-Simsala		Mega-Tauboss		Mamolida		Dragonir
Mega-Skaraborn		Mega-Tohaido		Meditalis		Draschel
Mega-Zobiris		Mega-Turtok		Mega-Banette		Dressella
Meistagrif		Mega-Voltenso		Mega-Camerupt		Drifzepeli
Panferno		Meloetta		Mega-Firnontor		Duflor
Panzaeron		Metagross		Mega-Rexblisar		Dummisel
Pixi		Milotic		Miltank		Duodino
Quaxo		Nachtara		Monargoras		Efoserp
Raikou		Nidoking		Morlord		Elektek
Ramoth		Nidoqueen		Pandagro		Elevoltek
Resladero		Omot		Parfinesse		Emolga
Rotom-Wash		Porygon-Z		Piondragi		Enekoro
Serpiroyal		Porygon2		Psiana		Entoron
Skorgro		Quajutsu		Rihornior		Farbeagle
Snibunna		Rabigator		Rotom		Fasasnob
Stalobor		Registeel		Sabbaione		Ferkokel
Staraptor		Relaxo		Selfe		Firnontor
Starmie		Roserade		Shardrago		Flamara
Tangoloss		Rotom-Heat		Skuntank		Fletiamo
Tentantel		Rotom-Mow		Stahlos		Floette
Terrakium		Scherox		Symvolara		Flunkifer
Trikephalo		Seedraking		Tengulist		Flunschlik
Victini		Shaymin		Tohaido		Folikon
Voltolos		Simsala		Traunmagil		Folipurba
Voltolos (Tiergeistform)		Skaraborn		Turtok		Formeo
Zapdos		Skelabra		UHaFnir		Frigometri
Zygarde		Skorgla		Vesprit		Furnifraß
		Suicune		Viridium		Gallopa
		Sumpex		Washakwil		Gelatroppo
		Tandrak		Wummer		Gelatwino
		Tentoxa		Xatu		Georok
		Tobutz		Zapplarang		Geowaz
		Togekiss		Zobiris		Geradaks
		Toxiquak				Giflor
		Viscogon				Girafarig
		Volcanion				Glaziola
		Voltula				Glurak
		Vulnona				Glutexo
		Wie-Shu				Golgantes
		Yanmega				Golking
		Zoroark				Grillchita
		Zytomega				Groink
						Hippopotas
						Honweisel
						Hubelupf
						Hypno
						Hypnomorba
						Ibitak
						Icognito
						Igastarnish
						Igelavar
						Illumise
						Jiutesto
						Jugong
						Jungglut
						Kabutops
						Kadabra
						Kangama
						Kappalores
						Karippas
						Kastadur
						Kecleon
						Kingler
						Kinoso
						Kirlia
						Kleoparda
						Klikdiklak
						Kliklak
						Knarksel
						Knogga
						Knuddeluff
						Kokowei
						Kokuna
						Krakeelo
						Krawumms
						Kronjuwild
						Kukmarda
						Lapras
						Laternecto
						Ledian
						Lektrobal
						Lepumentas
						Letarking
						Liebiskus
						Lombrero
						Lorblatt
						Lumineon
						Lunastein
						Luxio
						Luxtra
						Magbrant
						Magcargo
						Magmar
						Magnayen
						Makabaja
						Mampfaxo
						Mantax
						Maracamba
						Maschock
						Maskeregen
						Matrifol
						Mebrana
						Mega-Ohrdoch
						Megalon
						Meganie
						Metang
						Minun
						Mitodos
						Mogelbaum
						Moorabbel
						Morbitesse
						Moterpel
						Muntier
						Navitaub
						Nidorina
						Nidorino
						Ninjask
						Ninjatom
						Nockchan
						Noctuh
						Noktuska
						Octillery
						Ohrdoch
						Pachirisu
						Palimpalim
						Pandir
						Panekon
						Panpyro
						Pantimos
						Papinella
						Papungha
						Parasek
						Pelipper
						Phione
						Piepi
						Pikachu
						Pinsir
						Plaudagei
						Pliprin
						Plusle
						Porenta
						Pottrott
						Psiaugon
						Psiaugon-F
						Pudox
						Pumpdjinn
						Pupitar
						Puponcho
						Pyroleo
						Quappo
						Quaputzi
						Qurtel
						Raichu
						Rameidon
						Rasaff
						Rattikarl
						Regice
						Regigigas
						Regirock
						Relicanth
						Reptain
						Rexblisar
						Rizeros
						Rocara
						Rokkaiman
						Rollum
						Roselia
						Rossana
						Rotom-Fan
						Rotom-Frost
						Rutena
						Safcon
						Saganabyss
						Sandamer
						Sarzenia
						Schaloko
						Schillok
						Schlapor
						Schlukwech
						Schlurplek
						Schnuthelm
						Schwalboss
						Sedimantur
						Seejong
						Seemon
						Sengo
						Sharfax
						Shnurgarst
						Siberio
						Sichlor
						Skallyk
						Sleimok
						Smettbo
						Smogmog
						Smogon
						Sniebel
						Snobilikat
						Sodachita
						Somnivora
						Sonnfel
						Sonnflora
						Staravia
						Stolloss
						Stollrak
						Strepoli
						Swaroness
						Tangela
						Tauboga
						Tauboss
						Tauros
						Terribark
						Thanathora
						Togetic
						Tornupto
						Traunfugil
						Trombork
						Tropius
						Tyracroc
						Ultrigaria
						Ursaring
						Vegichita
						Venuflibis
