Alola-Vulnona		Aggrostella		Aerodactyl		Aeropteryx		Absol
Boreos-T		Alola-Knogga		Alola-Raichu		Alola-Kokowei		Alola-Digdri
Demeteros-T		Anego		Amfira		Alola-Sandamer		Alola-Vulpix
Despotar		Arkani		Amigento (ohne Disc)		Alola-Snobilikat		Alpollo
Galar-Flampivian		Azumarill		Aranestro		Amigento (mit Disc)		Altaria
Galar-Zapdos		Bisaflor		Austos		Amoroso		Amagarga
Gortrom		Boreos-I		Bandelby		Apoquallyp		Arboretoss
Heatran		Brockoloss		Barrakiefa		Aquana		Arktilas
Hutsassa		Brutalanda		Barrikadax		Baldorfish		Arktos
Kaguron		Cresselia		Branawarz		Bissbark		Armaldo
Kapu-Kime		Demeteros-I		Caesurio		Bronzong		Bähmon
Kapu-Riki		Diancie		Cavalanzas		Chillabell		Barschuft
Katapuldra		Dragoran		Celebi		Chimstix		Bellektro
Knakrack		Durengard		Cerapendra		Donarion		Bisofank
Kyurem		Entei		Chaneira		Dressella		Blitza
Latias		Feelinara		Clavion		Drifzepeli		Blubella
Latios		Fuegro		Curelei		Duokles		Botogel
Lectragon		Galar-Laschoking		Ditto		Duraludon		Britzigel
Necrozma		Galar-Lavados		Echnatoll		Elezard		Calamanero
Pixi		Galar-Smogmog		Elfun		Elevoltek		Castellith
Porygon2		Garados		Fermicula		Fiaro		Colossand
Qurtel		Gengar		Flampivian		Frosdedje		Corasonn
Ramoth		Grandiras		Fruyal		Galagladi		Coronospa
Resladero		Grebbit		Galar-Lahmus		Galar-Arktos		Cottomi
Snibunna		Hippoterus		Gastrodon		Geradaks		Dedenne
Stalobor		Kapu-Fala		Gelatwino		Giflor		Deponitox
Tentantel		Kapu-Toro		Grypheldis		Glaziola		Digdri
Terrakium		Keldeo		Guardevoir		Glurak		Drapfel
Togekiss		Kobalium		Heiteira		Golgantes		Draschel
Victini		Kopplosio		Iksbat		Gorgasonn		Duflor
Voltolos-I		Krarmor		Intelleon		Hydragil		Dummisel
Wulaosu-Rapid-Strike		Lahmus		Irokex		Infernopod		Duodino
Zapdos		Laschoking		Kapoera		Kamalm		Elektek
Zeraora		Liberlo		Kosturso		Kangama		Emolga
		Mamutel		Krebutack		Kappalores		Entoron
		Masskito		Lauchzelot		Karadonis		Fasasnob
		Maxax		Lavados		Keifel		Firnontor
		Meistagrif		Lecryodon		Kicklee		Flamara
		Metagross		Libelldra		Kleoparda		Fletiamo
		Mimigma		Lohgock		Kommandutan		Flunkifer
		Muramura		Lucario		Krawumms		Flunschlik
		Nidoking		Machomei		Lanturn		Folipurba
		Olangaar		Magnezone		Magbrant		Frigometri
		Pelipper		Milotic		Magneton		Furnifraß
		Primarene		Monargoras		Mantax		Galar-Corasonn
		Quaxo		Mortipot		Miezunder		Galar-Flunschlik
		Rabigator		Nachtara		Miltank		Galar-Gallopa
		Raikou		Nidoqueen		Morlord		Galar-Geradaks
		Regieleki		Pampross		Moruda		Galar-Pantimos
		Relaxo		Pandagro		Parfinesse		Gallopa
		Rotom-Heat		Panzaeron		Patinaraja		Gaunux
		Rotom-Wash		Piepi		Pescryodon		Gewaldro
		Scherox		Polaross		Piondragi		Golbat
		Seedraking		Porygon-Z		Pokusan		Golking
		Servol (weiblich)		Quartermak		Psiana		Gufa
		Silembrim		Regidrago		Psiaugon (männlich)		Hippopotas
		Simsala		Registeel		Pumpdjinn (Eine Form)		Honweisel
		Skelabra		Riffex		Raichu		Humanolith
		Suicune		Riffex		Regigigas		Jiutesto
		Tangoloss		Rihornior		Regirock		Jungglut
		Tobutz		Roserade		Rexblisar		Kabutops
		Trikephalo		Rotom-Mow		Rizeros		Kadabra
		Turtok		Selfe		Rotom		Kaocto
		Volcanion		Servol (männlich)		Sabbaione		Karippas
		Voltolos-T		Skaraborn		Sanaconda		Kastadur
		Vulnona		Smogmog		Schillok		Kickerlo
		Zytomega		Starmie		Schlingking		Kingler
				Sumpex		Sen-Long		Kinoso
				Symvolara		Shardrago		Klikdiklak
				Tandrak		Sichlor		Kliklak
				Tectass		Silvarro		Knarksel
				Tentoxa		Sniebel		Knogga
				Typ:Null		Stahlos		Knuddeluff
				UHaFnir		Tangela		Kokowei
				Viscogon		Tauros		Kryppuk
